,time,O,C,H,L,volume,amount,r_1,r_5,r_10,k,rsi,x_1,x_2,y_pred
37,2016-05-27 09:31:00,5529.593000000003,5555.2609999999995,5586.852,5492.6269999999995,16462.0,18372486360.0,-0.0006194128412688088,0.06755812193162497,0.011632936778308114,39.89797034,47.93735723,-0.6933885037690379,-0.1889261639781844,0.0011249852612449586
38,2016-05-30 09:31:00,5519.727,5551.82,5608.196,5449.118,18320.0,20422564440.0,0.057484752747747676,0.06285416313929486,0.045885313284652486,44.1360266,47.63173091,-0.4919000990478191,-0.21048286931040625,0.0011886120698484004
39,2016-05-31 09:31:00,5569.7019999999975,5870.965,5875.8409999999985,5569.7019999999975,22427.0,25864907720.0,-0.004820331921583621,0.010796691855597795,-0.017001804643699967,53.28757206,68.55195703,-0.056811421044022974,1.2650809824949223,-0.0031666647377182793
40,2016-06-01 09:31:00,5861.574000000001,5842.665,5914.983,5835.6709999999985,16546.0,19522488240.0,0.0042501153155278465,0.01147284672319896,-0.012859029227244346,58.88103596,65.92473107,0.20911664808376296,1.079775162430462,-0.00261971575991129
41,2016-06-02 09:31:00,5851.655,5867.4969999999985,5874.8369999999995,5829.9140000000025,14844.0,17473504600.0,0.010748535533976727,-0.039398912347121284,-0.01150081542436219,64.29490768,67.16686298,0.4665064299334546,1.1673863065479573,-0.00287830896385327
42,2016-06-03 09:31:00,5867.969,5930.564,5945.169,5844.188,18156.0,21516058480.0,-0.005022962402901422,-0.052386079974855684,-0.04073693496942293,69.8261188,70.26395851,0.7294748372346516,1.3858333818062365,-0.0035230777275967965
43,2016-06-06 09:31:00,5942.6709999999985,5900.775,5967.219,5883.852,14916.0,17775624840.0,0.005690269498498117,-0.015965360482309617,-0.010419478797276659,73.0159124,66.91013352,0.8811260623304585,1.149278437699095,-0.0028248617469568823
44,2016-06-07 09:31:00,5904.236,5934.352,5937.855,5868.253000000002,14334.0,17049051520.0,-0.0041546237904324925,-0.027501570516882,-0.019901920209654127,76.58519781,68.79864545,1.0508193318708727,1.2824806278488021,-0.003218021560926521
45,2016-06-08 09:31:00,5916.249,5909.696999999999,5939.109,5849.275,15753.0,18716626920.0,-0.04625837839063455,-0.02405588645238442,-0.03202059259552547,78.86342131,65.70113204,1.1591321032103907,1.0640040783095637,-0.0025731658008445284
46,2016-06-13 09:31:00,5838.576,5636.324000000001,5882.217,5628.834,21498.0,25096644720.0,-0.002916617284599184,0.02904233326544005,0.04659011795631283,73.04273211,42.07263319,0.8824011422849152,-0.6025820558695536,0.0023459327045315228
