,time,open,close,high,low,volume,amount,r_1,r_5,r_10
0,2015-04-16 09:16:00,7672.641,7697.728,7784.564,7483.879,123400.0,189216885320.0,0.005436928922404099,0.07128428024476831,0.07907359158442605
1,2015-04-17 09:16:00,7708.439,7739.58,7891.666,7622.946999999999,122985.0,191635312000.0,-0.018689515451742904,0.07244372433646284,0.0734408068654888
2,2015-04-20 09:16:00,7743.993,7594.931,7833.929,7558.812,105223.0,162333422400.0,0.06948647723066846,0.0954165350547624,0.06694833698950008
3,2015-04-21 09:16:00,7623.478,8122.675999999998,8130.403,7616.232,140591.0,221869795080.0,0.006110547804689336,-0.0006070659472318935,-0.015329553954878332
4,2015-04-22 09:16:00,8142.62,8172.31,8219.138,8089.996,129489.0,211309915000.0,0.009072710163956032,0.012094744325655738,-0.03637588393000272
5,2015-04-23 09:16:00,8170.395,8246.455,8354.218,8141.113,139023.0,229558918680.0,0.006525106848943104,0.0072710031158844555,-0.013737054285750352
6,2015-04-24 09:16:00,8225.123,8300.264000000001,8322.649,8100.57,134275.0,220605472280.0,0.0023311306724701957,0.0009297294640265337,0.017111262967057242
7,2015-04-27 09:16:00,8328.322,8319.613000000001,8525.456,8268.138,134864.0,226424321880.0,-0.02426410940028115,-0.025988468454001504,0.03269010229201756
8,2015-04-28 09:16:00,8290.641,8117.745,8389.462,7987.871,174786.0,286178179240.0,0.01889773576282578,-0.014731430957734878,0.06082514294302173
9,2015-04-29 09:16:00,8100.519,8271.152,8276.193000000001,8052.581,140764.0,231319303960.0,0.004263372260599349,-0.047891394088755736,0.04441243493046683
10,2015-04-30 09:16:00,8281.464,8306.415,8377.606,8263.099,126204.0,210699647080.0,0.00018852898633151533,-0.020856410376798938,0.034773605701135704
11,2015-05-04 09:16:00,8335.574,8307.981,8451.178,8171.861,106885.0,177519927840.0,-0.024624755400860864,0.016166503028834527,0.06905095233125845
12,2015-05-05 09:16:00,8292.419,8103.399,8300.283000000001,8049.959,117520.0,192995502400.0,-0.01298714280266811,0.0602442259106333,0.1227048057241165
13,2015-05-06 09:16:00,8133.916,7998.159000000002,8235.747,7927.973000000001,120648.0,197029501560.0,-0.01539404255404306,0.07668627242844225,0.15834881502105652
14,2015-05-07 09:16:00,7975.321999999999,7875.035,8018.7980000000025,7867.142,118502.0,188597150680.0,0.03277928288572719,0.09694674372875813,0.23336772471487435
15,2015-05-08 09:16:00,7905.089,8133.1730000000025,8133.1730000000025,7891.641,134940.0,216381243000.0,0.03800718366620221,0.056814972459087905,0.19507577178058266
16,2015-05-11 09:16:00,8135.931,8442.292,8458.013,8107.936,142622.0,236710560640.0,0.017683586400470498,0.05204309445823495,0.17763114566518187
17,2015-05-12 09:16:00,8439.946,8591.582,8594.213,8361.997,184095.0,313054282680.0,0.002319246909358425,0.058911501979495746,0.2232432862771954
18,2015-05-13 09:16:00,8528.295,8611.508,8691.142,8428.671999999999,247615.0,427227347400.0,0.0031337136306441088,0.07584618164437651,0.22486944214648585
19,2015-05-14 09:16:00,8575.609,8638.494,8704.395,8528.72,249109.0,430656813600.0,-0.00500492331186438,0.12436426997576194,0.15522196345798236
20,2015-05-15 09:16:00,8611.776,8595.259,8698.53,8486.488000000001,222561.0,382655074600.0,0.033320229210079724,0.1308278203135007,0.17871654594701564
21,2015-05-18 09:16:00,8725.471,8881.655,8905.784,8664.271,208858.0,365275553000.0,0.024327673164517165,0.11937538668187385,0.24164482858206043
22,2015-05-19 09:16:00,8772.442,9097.725,9129.624,8705.581,237774.0,424557822840.0,0.018348872932518943,0.15518934678724614,0.23992899323732042
23,2015-05-20 09:16:00,9094.331,9264.658000000001,9442.533000000001,9091.784,248883.0,464176857560.0,0.04837264365290105,0.13851725557489533,0.20044787406075842
24,2015-05-21 09:16:00,9289.992,9712.814,9730.669,9289.992,266715.0,506787564400.0,0.000714931841585714,0.02744456961700289,0.1190317244827297
