,time,open,close,high,low,volume,amount
33,2015-06-03 09:16:00,11319.161,11121.739,11478.712,10834.436000000003,359363.0,803849846120.0
34,2015-06-04 09:16:00,11169.19,10868.947,11268.177,10057.933,411842.0,882246966320.0
35,2015-06-05 09:16:00,10897.013,10927.776000000002,11248.99,10531.317,367379.0,805915470520.0
36,2015-06-08 09:16:00,10835.246,10549.351,10915.659,10346.592,338203.0,718592224840.0
37,2015-06-09 09:16:00,10549.983,10625.595,10880.481000000002,10379.491,349401.0,747732945840.0
38,2015-06-10 09:16:00,10575.835,10908.734,11259.966,10525.932,343745.0,753884346760.0
39,2015-06-11 09:16:00,11013.938,11185.449,11214.459,10857.972,290486.0,644189649400.0
40,2015-06-12 09:16:00,11197.42,11400.033,11516.494,11159.615,281288.0,640610951320.0
41,2015-06-15 09:16:00,11414.622,11203.187,11546.779,10985.584,287163.0,650449639360.0
42,2015-06-16 09:16:00,11195.233,10756.059,11204.178,10591.353,381645.0,829983128640.0
43,2015-06-17 09:16:00,10746.029,10975.585,11050.518,10414.52,365153.0,786356560520.0
44,2015-06-18 09:16:00,10976.638,10578.141,11132.456,10566.298,378158.0,827888373840.0
45,2015-06-19 09:16:00,10562.348,9986.253,10590.913,9955.012,452932.0,933593025080.0
46,2015-06-23 09:16:00,9995.655,9858.581,10096.366,9376.872,388551.0,764674433880.0
47,2015-06-24 09:16:00,9857.268,10003.52,10165.473,9660.383,355829.0,708804686800.0
48,2015-06-25 09:16:00,10037.915,9310.189,10086.748,9264.296,378147.0,744306660720.0
49,2015-06-26 09:16:00,9325.016,8558.82,9325.016,8558.82,322561.0,579223824520.0
50,2015-06-29 09:16:00,8710.439,7706.198,8724.291,7706.198,405117.0,663558690360.0
51,2015-06-30 09:16:00,7688.653,8265.192,8548.032,7489.391,460686.0,743249466240.0
52,2015-07-01 09:16:00,8325.451,7438.828,8703.362,7438.828,450877.0,756210804840.0
53,2015-07-02 09:16:00,7771.361,7596.645,8193.84,7254.7159999999985,539896.0,835778018640.0
54,2015-07-03 09:16:00,7638.231,7343.565,7864.326999999998,7026.725,440203.0,655779995640.0
55,2015-07-06 09:16:00,8111.156,7376.6680000000015,8111.156,6655.978,372855.0,541687799280.0
56,2015-07-07 09:16:00,7278.6190000000015,6468.7040000000015,7370.086999999998,6468.7040000000015,134990.0,186603280880.0
57,2015-07-08 09:16:00,6117.462,5908.808000000001,7009.831,5908.808000000001,40633.0,51282911680.0
58,2015-07-09 09:16:00,5857.485,6488.004,6488.004,5770.175,21227.0,26634963560.0
59,2015-07-10 09:16:00,6786.388000000001,7132.894,7132.894,6782.736,15678.0,22093830600.0
60,2015-07-13 09:16:00,7421.863,7430.544,7837.125,7043.594,117646.0,180364560040.0
61,2015-07-14 09:16:00,7591.695,7502.258000000002,7852.432,7408.343000000002,145244.0,223506934040.0
62,2015-07-15 09:16:00,7471.265,6870.7069999999985,7487.529,6816.79,126863.0,183956228680.0
63,2015-07-16 09:16:00,6781.411999999998,7207.021,7425.933000000001,6511.528,188692.0,269054977280.0
64,2015-07-17 09:16:00,7169.449000000001,7731.589,7732.103,7141.188,159111.0,239850297280.0
65,2015-07-20 09:16:00,7806.524,7465.611,7964.953,7305.88,206615.0,318273823360.0
66,2015-07-21 09:16:00,7457.389,7581.058000000001,7795.8,7267.99,200285.0,307331325560.0
67,2015-07-22 09:16:00,7562.932,7633.264,7766.189,7434.760999999998,161093.0,249444141080.0
68,2015-07-23 09:16:00,7667.307,8282.061,8356.768,7574.691999999999,185614.0,299044433880.0
69,2015-07-24 09:16:00,8302.591,7856.068,8414.969000000001,7794.863,200974.0,334151920160.0
70,2015-07-27 09:16:00,7856.515,7231.898,8052.594,7231.898,164002.0,258993683800.0
71,2015-07-28 09:16:00,7070.174,7083.852,7381.946999999999,6895.868,182366.0,264020488560.0
72,2015-07-29 09:16:00,7141.51,7560.893,7572.195,6819.105,192114.0,281307715280.0
73,2015-07-30 09:16:00,7539.983,7089.811,7583.434,7010.676,202563.0,303760398440.0
74,2015-07-31 09:16:00,7126.94,7248.458,7484.925,7067.646,158052.0,233131137640.0
75,2015-08-03 09:16:00,7192.963000000002,6903.941999999999,7197.143,6839.187,103678.0,148092965000.0
76,2015-08-04 09:16:00,6928.167,7480.2959999999985,7525.9569999999985,6916.289000000002,141017.0,208684924000.0
77,2015-08-05 09:16:00,7533.981,7308.767,7560.814,7282.16,126343.0,191113702800.0
78,2015-08-06 09:16:00,7232.751,7375.1590000000015,7547.661999999998,7175.647,131340.0,198177203120.0
79,2015-08-07 09:16:00,7413.691999999999,7719.281,7825.3809999999985,7413.691999999999,144064.0,225191608800.0
80,2015-08-10 09:16:00,7734.074,8214.879,8312.786,7734.074,119663.0,194518622120.0
81,2015-08-11 09:16:00,8236.855,8072.196,8273.251,8070.924,115768.0,191762759800.0
82,2015-08-12 09:16:00,8070.674,7928.885,8181.383000000002,7914.245,125333.0,204865749040.0
83,2015-08-13 09:16:00,7928.479,8169.148,8208.854,7887.643,125758.0,205860784280.0
84,2015-08-14 09:16:00,8199.713,8205.094000000001,8352.4,8125.331,131755.0,221581876240.0
85,2015-08-17 09:16:00,8204.721,8447.703000000001,8468.945,7977.485,134034.0,225728896800.0
86,2015-08-18 09:16:00,8465.296,7568.585,8552.078000000001,7552.696,175119.0,287808543680.0
87,2015-08-19 09:16:00,7522.751999999998,7837.198,7897.856,7331.498,194753.0,301776650000.0
88,2015-08-20 09:16:00,7764.512,7609.63,7945.925,7569.0909999999985,188069.0,293622233160.0
89,2015-08-21 09:16:00,7502.154,7215.147,7605.983,7080.986999999999,194260.0,286960398960.0
90,2015-08-24 09:16:00,7020.672,6551.359,7046.338000000002,6551.359,93269.0,125098231400.0
91,2015-08-25 09:16:00,6158.4209999999985,5794.609,6288.019,5794.609,136962.0,168250776360.0
92,2015-08-26 09:16:00,5784.564,5313.906999999998,6046.236999999999,5228.414000000002,181466.0,208815981440.0
93,2015-08-27 09:16:00,5568.103,5829.614000000001,5971.828,5426.191,177670.0,205560321960.0
94,2015-08-28 09:16:00,5990.203,6284.0909999999985,6292.906,5784.637,136361.0,165407028520.0
95,2015-08-31 09:16:00,6273.683000000001,5842.002,6273.894,5741.233,90554.0,109233280760.0
96,2015-09-01 09:16:00,5823.748000000001,5258.137,6059.8809999999985,5250.58,116929.0,129939896040.0
97,2015-09-02 09:16:00,5164.213,5228.636,5758.387,4973.634,169119.0,184225894200.0
98,2015-09-07 09:16:00,5446.325,5615.764,5741.576,5369.682,14422.0,16468324880.0
99,2015-09-08 09:16:00,5606.23,6158.373000000001,6158.373000000001,5557.9659999999985,13167.0,15712455240.0
100,2015-09-09 09:16:00,6217.163000000001,6247.1280000000015,6431.585999999998,6169.986999999999,11820.0,15009255960.0
101,2015-09-10 09:16:00,6190.291,6178.521,6316.894,6103.036999999998,7750.0,9748959080.0
102,2015-09-11 09:16:00,6176.801,6259.719,6340.236,6139.326,7693.0,9744708240.0
103,2015-09-14 09:16:00,6303.664000000002,5607.611,6331.604,5607.611,10646.0,12896677920.0
104,2015-09-15 09:16:00,5539.208000000001,5426.127,5671.066999999999,5348.85,10495.0,11769378880.0
105,2015-09-16 09:16:00,5451.258000000002,5836.415,5912.3780000000015,5399.368,14062.0,15980553640.0
106,2015-09-17 09:16:00,5848.405,5690.0059999999985,5973.58,5629.882,12905.0,15188246200.0
107,2015-09-18 09:16:00,5689.301,5772.9659999999985,5824.834,5625.906999999998,11861.0,13708389440.0
108,2015-09-21 09:16:00,5742.891,6153.95,6164.973000000001,5682.684,11523.0,13593328320.0
109,2015-09-22 09:16:00,6052.135,5977.583000000001,6082.9540000000015,5897.024,10478.0,12712504080.0
110,2015-09-23 09:16:00,5956.248000000001,5859.661,5974.7930000000015,5791.425,10233.0,12217682840.0
111,2015-09-24 09:16:00,5882.7159999999985,5969.069,6027.321999999999,5857.76,9988.0,12053725200.0
112,2015-09-25 09:16:00,5967.269,5667.615,5986.236999999999,5594.451,11773.0,13831953880.0
113,2015-09-28 09:16:00,5705.093000000002,5860.295,5894.212,5645.903,10606.0,12458306000.0
114,2015-09-29 09:16:00,5827.425,5772.052,5827.425,5648.847,9770.0,11416674520.0
115,2015-09-30 09:16:00,5794.058000000001,5785.254,5853.689,5716.401999999999,8197.0,9659227680.0
116,2015-10-08 09:16:00,6040.379,6074.347,6227.656,6040.379,9351.0,11626215440.0
117,2015-10-09 09:16:00,6106.68,6257.812,6302.078,6093.899,8910.0,11157260640.0
118,2015-10-12 09:16:00,6309.092,6583.272,6830.771,6306.57,63348.0,84385340040.0
119,2015-10-20 09:16:00,6561.276999999999,6660.698,6872.147,6348.675,91984.0,123320802520.0
120,2015-10-30 09:16:00,6683.9209999999985,6667.469,6765.397,6534.155,11905.0,16035987800.0
121,2015-11-02 09:16:00,6555.358,6554.66,6741.823,6473.018,11884.0,15890381640.0
122,2015-11-03 09:16:00,6596.321,6538.46,6636.969,6500.531999999998,10800.0,14354794040.0
123,2015-11-04 09:16:00,6578.63,6975.6590000000015,7004.663000000001,6559.9,13240.0,18080629680.0
124,2015-11-05 09:16:00,6952.525,6951.5059999999985,7007.416,6871.714,11725.0,16445495360.0
125,2015-11-06 09:16:00,6941.33,7190.2930000000015,7221.812,6941.33,10830.0,15498494760.0
126,2015-11-09 09:16:00,7175.143,7270.19,7358.644,7107.074000000001,10720.0,15566647320.0
127,2015-11-10 09:16:00,7247.101,7489.265,7619.43,7179.246,84021.0,124584903400.0
128,2015-11-20 09:16:00,7460.785,7022.433000000001,7668.774,6866.22,60976.0,90750563360.0
129,2015-11-30 09:16:00,7018.366,7044.963000000002,7124.323,6848.133000000002,11857.0,16699720360.0
130,2015-12-01 09:16:00,7057.243,7063.27,7190.522,6975.161999999998,10909.0,15546037160.0
131,2015-12-02 09:16:00,7063.554,7204.871,7212.6309999999985,6875.179,13031.0,18438903240.0
132,2015-12-03 09:16:00,7166.0790000000015,7294.416,7322.453,7144.002,10580.0,15390646480.0
133,2015-12-04 09:16:00,7226.5459999999985,7224.859,7297.495,7135.645,9352.0,13610985640.0
134,2015-12-07 09:16:00,7248.476,7245.5430000000015,7340.041999999998,7160.0,9605.0,14039203200.0
135,2015-12-08 09:16:00,7218.644,7130.246,7218.644,7069.511,9728.0,14002062800.0
136,2015-12-09 09:16:00,7127.791,7108.182,7175.8290000000015,7049.936,9455.0,13565148240.0
137,2015-12-10 09:16:00,7088.434,7485.866,7519.706,7001.75,76015.0,111465804440.0
138,2015-12-21 09:16:00,7453.092,7330.153,7602.99,7201.342,60339.0,90189700120.0
139,2015-12-30 09:16:00,7348.205,7262.813,7462.857,7253.968000000002,17399.0,25860189600.0
140,2016-01-04 09:31:00,7264.721,6800.774,7273.41,6800.774,6683.0,9488583480.0
141,2016-01-05 09:31:00,6628.951,6617.814,6793.411,6571.076999999998,11778.0,15753695360.0
142,2016-01-06 09:31:00,6653.614000000001,6729.388000000001,6783.0790000000015,6618.511,10850.0,14659358320.0
143,2016-01-07 09:31:00,6667.825,6288.999,6667.825,6288.999,2509.0,3301419920.0
144,2016-01-08 09:31:00,6442.6709999999985,6299.4569999999985,6487.694,6061.676,13008.0,16540913600.0
145,2016-01-11 09:31:00,6177.972,5823.7469999999985,6267.851,5815.069,14507.0,17812453280.0
146,2016-01-12 09:31:00,5902.831,5933.210999999998,6035.026999999999,5836.477,14991.0,17971162440.0
147,2016-01-13 09:31:00,5955.718000000002,5733.855,6042.769,5685.644,15281.0,18220527080.0
148,2016-01-14 09:31:00,5543.176,5861.176,5900.613,5517.913000000001,18386.0,21081901920.0
149,2016-01-15 09:31:00,5782.4090000000015,5592.694,5836.569,5540.161,18882.0,21682994280.0
150,2016-01-18 09:31:00,5468.374,5606.25,5716.78,5447.48,14821.0,16735856600.0
151,2016-01-19 09:31:00,5617.212,5831.978,5868.94,5602.808000000001,14029.0,16214344760.0
152,2016-01-20 09:31:00,5781.898,5732.8409999999985,5865.366,5700.016,13256.0,15478951240.0
153,2016-01-21 09:31:00,5741.986,5581.79,5885.893,5558.502,15706.0,18191707800.0
154,2016-01-22 09:31:00,5674.7930000000015,5673.603,5730.073,5515.451999999998,15119.0,17175161240.0
155,2016-01-25 09:31:00,5694.525,5686.683000000001,5798.001,5640.035,12620.0,14526305520.0
156,2016-01-26 09:31:00,5630.249,5281.568,5639.797,5255.118,15040.0,16680649920.0
157,2016-01-27 09:31:00,5317.026999999999,5164.081,5330.398,5006.643,17504.0,18289973840.0
158,2016-01-28 09:31:00,5130.383,5044.062,5224.431,5022.779,14559.0,15147309240.0
159,2016-01-29 09:31:00,5052.4090000000015,5213.9090000000015,5302.238,5042.775,16449.0,17245397400.0
160,2016-02-01 09:31:00,5218.522,5203.019,5270.882,5096.986,14065.0,14814217800.0
161,2016-02-02 09:31:00,5190.56,5393.4,5418.719,5190.56,14631.0,15835945320.0
162,2016-02-03 09:31:00,5342.75,5418.496,5443.9209999999985,5278.97,14202.0,15397598880.0
163,2016-02-04 09:31:00,5427.839,5554.3290000000015,5577.14,5427.839,15091.0,16873188360.0
164,2016-02-05 09:31:00,5536.995,5478.14,5565.214,5474.3319999999985,10993.0,12324869960.0
165,2016-02-15 09:31:00,5387.107,5497.561,5516.108,5315.7069999999985,13383.0,14722040440.0
166,2016-02-16 09:31:00,5525.975,5718.624,5745.82,5517.717,14819.0,16989399240.0
167,2016-02-17 09:31:00,5696.121,5765.989000000001,5784.565,5663.321999999999,14788.0,17140320760.0
168,2016-02-18 09:31:00,5777.941999999999,5725.315,5828.61,5722.429,16369.0,19108010560.0
169,2016-02-19 09:31:00,5692.031,5719.223000000001,5773.87,5684.775,16112.0,18680270280.0
170,2016-02-22 09:31:00,5770.521,5828.49,5880.133000000002,5765.472,13132.0,15300213840.0
171,2016-02-23 09:31:00,5759.383000000002,5739.085,5781.16,5655.772,12526.0,14503495360.0
172,2016-02-24 09:31:00,5720.448,5767.213000000002,5810.231,5611.038000000001,15359.0,17736056520.0
173,2016-02-25 09:31:00,5749.875,5243.998000000001,5769.087,5184.916,17979.0,20084427760.0
174,2016-02-26 09:31:00,5311.752,5299.86,5373.021,5216.636,15850.0,17079117680.0
175,2016-02-29 09:31:00,5286.736999999999,4964.23,5286.736999999999,4925.36,18527.0,18992174480.0
176,2016-03-01 09:31:00,4959.795,5101.401,5160.382000000001,4955.163,18858.0,19332803840.0
177,2016-03-02 09:31:00,5131.581,5455.361,5491.472,5122.263,19306.0,20751800680.0
178,2016-03-03 09:31:00,5452.963000000002,5463.275,5594.059,5450.391,18009.0,20169965760.0
179,2016-03-04 09:31:00,5468.151,5308.056,5528.460999999998,5241.862,20395.0,22361327840.0
180,2016-03-07 09:31:00,5399.915,5445.228,5563.859,5371.821999999999,18343.0,20395071440.0
181,2016-03-08 09:31:00,5371.395,5508.1190000000015,5519.355,5208.804,20414.0,22276784280.0
182,2016-03-09 09:31:00,5410.201999999998,5351.085,5449.064,5311.515,16973.0,18576481480.0
183,2016-03-10 09:31:00,5377.18,5231.929,5431.0790000000015,5209.022,18136.0,19684439800.0
184,2016-03-11 09:31:00,5205.32,5243.736,5304.767,5157.9,17359.0,18527745400.0
185,2016-03-14 09:31:00,5353.121,5450.626,5556.995,5336.2469999999985,21334.0,23704255720.0
186,2016-03-15 09:31:00,5433.834,5403.531,5479.563,5375.103,17507.0,19357433760.0
187,2016-03-16 09:31:00,5457.847,5332.411999999998,5479.144,5258.911999999998,22231.0,24263264720.0
188,2016-03-17 09:31:00,5354.235,5520.205,5552.5,5312.925,25707.0,28392369080.0
189,2016-03-18 09:31:00,5509.815,5724.972,5758.844,5509.815,23864.0,27281575000.0
190,2016-03-21 09:31:00,5798.118,5879.356,5909.39,5788.973000000001,17344.0,20255776000.0
191,2016-03-22 09:31:00,5787.361999999999,5815.465,5882.053000000001,5768.437,14642.0,17205279400.0
192,2016-03-23 09:31:00,5809.06,5841.852,5869.645,5762.349,14820.0,17451941680.0
193,2016-03-24 09:31:00,5785.234,5728.963000000002,5849.715,5717.99,19234.0,22515297120.0
194,2016-03-25 09:31:00,5742.472,5791.798000000002,5830.164000000002,5731.183000000001,15273.0,17871482720.0
195,2016-03-28 09:31:00,5830.661999999998,5733.905,5944.227,5717.038000000001,17776.0,21045358360.0
196,2016-03-29 09:31:00,5739.107,5656.65,5758.02,5591.871,19133.0,21998502200.0
197,2016-03-30 09:31:00,5733.068,5877.44,5888.185,5681.455,19562.0,22885267240.0
198,2016-03-31 09:31:00,5888.694,5879.706,5938.326,5871.029,17340.0,20787719720.0
199,2016-04-01 09:31:00,5865.8409999999985,5880.741,5883.863,5713.641,19443.0,22947164120.0
200,2016-04-05 09:31:00,5847.682,6039.633000000002,6081.973000000001,5841.413000000001,19714.0,23850655840.0
201,2016-04-06 09:31:00,6043.935,6068.959,6081.875,6014.493,15277.0,18742929000.0
202,2016-04-07 09:31:00,6086.72,5995.156999999998,6124.163000000001,5980.401999999999,18110.0,22227122520.0
203,2016-04-08 09:31:00,5959.772,5945.093000000002,5961.585999999998,5870.444,18699.0,22500336600.0
204,2016-04-11 09:31:00,5997.516,6065.846,6139.763000000001,5997.516,18922.0,23383634400.0
205,2016-04-12 09:31:00,6057.863,6050.239000000001,6082.302,5964.383000000002,19089.0,23366282040.0
206,2016-04-13 09:31:00,6096.661,6123.397,6238.16,6089.598000000001,23494.0,29419919400.0
207,2016-04-14 09:31:00,6160.271,6186.136,6195.126,6118.401999999999,19038.0,23733607160.0
208,2016-04-15 09:31:00,6158.719,6150.531,6173.956,6096.231,19669.0,24405029320.0
209,2016-04-18 09:31:00,6100.105,6016.904,6100.105,5956.865,16268.0,19602558240.0
210,2016-04-19 09:31:00,6064.429,5989.252,6064.429,5947.105,15288.0,18482177720.0
211,2016-04-20 09:31:00,6018.469,5669.569,6043.361999999999,5606.98,21027.0,24690130400.0
212,2016-04-21 09:31:00,5675.065,5663.301,5791.615,5647.809,17547.0,20277156480.0
213,2016-04-22 09:31:00,5634.368,5728.348000000001,5728.348000000001,5612.89,16488.0,18934849840.0
214,2016-04-25 09:31:00,5692.599,5692.4540000000015,5700.709,5565.614000000001,16122.0,18442460520.0
215,2016-04-26 09:31:00,5697.637,5764.113,5773.065,5643.218000000002,16372.0,18950390680.0
216,2016-04-27 09:31:00,5767.411,5741.813,5808.462,5712.7840000000015,15348.0,17907444680.0
217,2016-04-28 09:31:00,5748.474,5711.474,5758.475,5605.177,17368.0,20004638400.0
218,2016-04-29 09:31:00,5687.922,5723.578,5763.268,5676.414000000002,14982.0,17385777040.0
219,2016-05-03 09:31:00,5735.736999999999,5958.031999999998,5961.518,5677.935,18623.0,22052935600.0
220,2016-05-04 09:31:00,5936.946999999999,5942.634,5987.273,5920.523,14408.0,17305922160.0
221,2016-05-05 09:31:00,5935.109,6010.906999999998,6015.305,5919.472,14893.0,17944307280.0
222,2016-05-06 09:31:00,5987.831,5766.558000000001,6036.448,5758.453,21150.0,25142606600.0
223,2016-05-09 09:31:00,5711.34,5530.191,5711.34,5514.318,20359.0,23021165200.0
224,2016-05-10 09:31:00,5540.124,5517.866,5575.228,5504.945,16020.0,17951386680.0
225,2016-05-11 09:31:00,5563.218000000002,5499.039000000002,5603.397,5479.541,18074.0,20335777880.0
226,2016-05-12 09:31:00,5453.343000000002,5525.825,5535.32,5364.803000000001,19684.0,21799998760.0
227,2016-05-13 09:31:00,5494.656999999998,5497.76,5606.528,5465.632,18358.0,20587853360.0
228,2016-05-16 09:31:00,5463.199000000001,5601.656,5609.185,5457.507,19357.0,21749470280.0
229,2016-05-17 09:31:00,5592.149,5587.491,5634.765,5529.361999999999,20427.0,23202930400.0
230,2016-05-18 09:31:00,5527.114000000001,5441.1190000000015,5532.555,5377.353,22170.0,24552137040.0
231,2016-05-19 09:31:00,5414.9969999999985,5431.949000000001,5532.267,5414.9969999999985,22900.0,25444267080.0
232,2016-05-20 09:31:00,5380.105,5496.411,5515.634,5365.105,20547.0,22725524680.0
233,2016-05-23 09:31:00,5554.103,5603.348000000001,5650.924,5547.431,15421.0,17302724080.0
234,2016-05-24 09:31:00,5543.781,5505.075,5553.215,5452.334,15990.0,17764210320.0
235,2016-05-25 09:31:00,5560.335,5467.126,5586.562,5460.636,15750.0,17581659240.0
236,2016-05-26 09:31:00,5464.573,5542.029,5542.143,5376.975,18891.0,20793762520.0
237,2016-05-27 09:31:00,5529.593000000002,5555.261,5586.852,5492.627,16462.0,18372486360.0
238,2016-05-30 09:31:00,5519.727,5551.82,5608.196,5449.118,18320.0,20422564440.0
239,2016-05-31 09:31:00,5569.701999999998,5870.965,5875.8409999999985,5569.701999999998,22427.0,25864907720.0
240,2016-06-01 09:31:00,5861.574000000001,5842.665,5914.983,5835.6709999999985,16546.0,19522488240.0
241,2016-06-02 09:31:00,5851.655,5867.4969999999985,5874.837,5829.914000000002,14844.0,17473504600.0
242,2016-06-03 09:31:00,5867.969,5930.564,5945.169,5844.188,18156.0,21516058480.0
243,2016-06-06 09:31:00,5942.6709999999985,5900.775,5967.219,5883.852,14916.0,17775624840.0
244,2016-06-07 09:31:00,5904.236,5934.352,5937.855,5868.2530000000015,14334.0,17049051520.0
245,2016-06-08 09:31:00,5916.249,5909.696999999999,5939.109,5849.275,15753.0,18716626920.0
246,2016-06-13 09:31:00,5838.576,5636.324000000001,5882.217,5628.834,21498.0,25096644720.0
247,2016-06-14 09:31:00,5644.047,5619.885,5667.985,5592.359,19560.0,22224965640.0
248,2016-06-15 09:31:00,5572.273,5806.566999999999,5842.059,5563.806,22497.0,26114927680.0
249,2016-06-16 09:31:00,5793.459,5771.148,5819.4969999999985,5745.585999999998,20262.0,23704418360.0
250,2016-06-17 09:31:00,5770.728,5767.5340000000015,5867.654,5742.599,21567.0,25282049040.0
251,2016-06-20 09:31:00,5768.235,5800.016,5816.153,5679.7440000000015,15953.0,18435992720.0
252,2016-06-21 09:31:00,5804.929,5688.971,5885.373000000001,5652.161,18351.0,21391248640.0
253,2016-06-22 09:31:00,5678.446,5839.292,5839.78,5672.147,16776.0,19487606720.0
254,2016-06-23 09:31:00,5821.616999999998,5816.2469999999985,5833.9,5755.7930000000015,16449.0,19206731520.0
255,2016-06-24 09:31:00,5801.898,5720.465,5863.392,5588.038000000001,22084.0,25555229000.0
256,2016-06-27 09:31:00,5737.359,5898.9209999999985,5909.294,5735.971,17277.0,20308465000.0
257,2016-06-28 09:31:00,5882.941999999999,5971.574000000001,5975.528,5856.834,16906.0,20135006160.0
258,2016-06-29 09:31:00,5992.963000000002,5983.814,6008.22,5946.049,14500.0,17453594760.0
259,2016-06-30 09:31:00,5979.125,5980.076,5993.014,5951.722,12887.0,15513559320.0
260,2016-07-01 09:31:00,5985.217,5964.887,6031.93,5942.174,15197.0,18329424240.0
261,2016-07-04 09:31:00,5943.884,6087.814,6126.871,5937.0,17690.0,21591770200.0
262,2016-07-05 09:31:00,6095.316,6131.306,6146.521,6093.307,13592.0,16750702600.0
263,2016-07-06 09:31:00,6119.5790000000015,6148.482,6176.559,6091.306,14496.0,17912383920.0
264,2016-07-07 09:31:00,6153.406999999998,6189.925,6203.925,6093.938,17468.0,21657808800.0
265,2016-07-08 09:31:00,6174.8319999999985,6174.745,6205.603,6134.934,14658.0,18255975720.0
266,2016-07-11 09:31:00,6188.7159999999985,6150.9940000000015,6257.89,6146.965,17864.0,22371965200.0
267,2016-07-12 09:31:00,6161.596,6259.109,6267.391,6118.467,20988.0,26237198040.0
268,2016-07-13 09:31:00,6298.882,6303.039000000002,6333.627,6248.481,19884.0,25293357000.0
269,2016-07-14 09:31:00,6290.685,6316.2530000000015,6319.1590000000015,6278.84,16337.0,20783287840.0
270,2016-07-15 09:31:00,6299.078,6284.859,6324.149,6245.361,17493.0,22193776240.0
271,2016-07-18 09:31:00,6280.751,6234.76,6302.54,6223.896,13769.0,17239249840.0
272,2016-07-19 09:31:00,6211.196,6199.557,6225.209,6146.53,14633.0,18263077240.0
273,2016-07-20 09:31:00,6214.424,6189.249,6263.774,6188.103,14603.0,18306602560.0
274,2016-07-21 09:31:00,6197.896,6227.268,6296.741999999998,6194.401,15725.0,19788157520.0
275,2016-07-22 09:31:00,6218.481,6192.323,6249.837,6180.611,13502.0,16915660960.0
276,2016-07-25 09:31:00,6182.199000000001,6208.008000000002,6241.338000000002,6166.63,12838.0,16074564960.0
277,2016-07-26 09:31:00,6202.649,6307.87,6310.146,6202.649,13614.0,17216333760.0
278,2016-07-27 09:31:00,6304.584,6023.065,6330.848000000001,5964.289000000002,21142.0,26209027240.0
279,2016-07-28 09:31:00,6032.722,6042.042,6074.109,5977.917,16001.0,19487583280.0
